"CellCharter_3"	"CellCharter_4"	"CellCharter_5"	"CellCharter_6"	"CellCharter_7"	"CellCharter_8"	"CellCharter_9"	"CellCharter_10"	"SCANIT_3"	"SCANIT_4"	"SCANIT_5"	"SCANIT_6"	"SCANIT_7"	"SCANIT_8"	"SCANIT_9"	"SCANIT_10"	"SEDR_3"	"SEDR_4"	"SEDR_5"	"SEDR_6"	"SEDR_7"	"SEDR_8"	"SEDR_9"	"SEDR_10"	"SpaceFlow_3"	"SpaceFlow_4"	"SpaceFlow_5"	"SpaceFlow_6"	"SpaceFlow_7"	"SpaceFlow_8"	"SpaceFlow_9"	"SpaceFlow_10"	"x"	"y"	"X"	"label"	"label_old"
"DX1_8H_178_103"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	3	2	2	2	2	0	2	4	4	1	4	4	4	206	-76	"DX1_8H_178_103"	"pericentral"	"Layer 2"
"DX1_8H_146_229"	2	1	3	3	3	0	7	0	1	1	4	2	0	3	8	9	1	1	1	5	1	1	1	1	0	1	0	5	4	5	6	2	174	50	"DX1_8H_146_229"	"midzonal"	"Layer 4"
"DX1_8H_256_153"	1	3	4	0	0	3	8	3	2	0	0	5	4	2	2	0	1	3	3	3	3	3	3	3	2	2	4	4	1	3	2	6	284	-26	"DX1_8H_256_153"	"midzonal"	"Layer 3"
"DX1_8H_168_174"	0	3	3	3	0	7	3	7	1	1	2	3	5	1	6	2	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	196	-5	"DX1_8H_168_174"	"pericentral"	"Layer 2"
"DX1_8H_265_204"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	293	25	"DX1_8H_265_204"	"periportal"	"Layer 8"
"DX1_8H_111_110"	2	1	1	1	6	6	4	6	1	1	4	2	0	3	7	5	1	1	4	4	4	4	4	4	1	3	3	3	2	7	0	3	139	-69	"DX1_8H_111_110"	"periportal"	"Layer 9"
"DX1_8H_197_143"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	1	3	3	3	3	3	3	3	0	1	0	1	3	3	2	6	225	-36	"DX1_8H_197_143"	"pericentral"	"Layer 2"
"DX1_8H_174_264"	1	2	3	4	6	4	0	4	0	2	1	1	2	0	1	1	1	1	4	4	4	4	4	4	1	3	1	0	2	7	0	0	202	85	"DX1_8H_174_264"	"periportal"	"Layer 7"
"DX1_8H_117_106"	1	3	4	3	0	7	3	8	1	1	2	3	5	1	3	2	1	3	1	1	1	1	6	6	0	1	0	1	3	1	7	5	145	-73	"DX1_8H_117_106"	"midzonal"	"Layer 4"
"DX1_8H_228_210"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	5	7	1	1	2	0	2	2	5	2	3	1	256	31	"DX1_8H_228_210"	"midzonal"	"Layer 5"
"DX1_8H_285_211"	0	3	4	0	0	3	3	3	2	0	0	1	3	7	0	6	1	3	1	1	1	1	6	6	2	1	2	4	4	5	6	8	313	32	"DX1_8H_285_211"	"midzonal"	"Layer 3"
"DX1_8H_201_198"	0	3	0	0	0	3	3	3	2	0	0	5	4	2	2	0	2	2	3	3	2	2	2	2	2	2	4	4	1	3	2	6	229	19	"DX1_8H_201_198"	"pericentral"	"Layer 2"
"DX1_8H_164_281"	1	3	3	3	3	7	7	7	0	3	3	4	6	5	4	8	1	3	1	1	1	1	6	6	0	1	0	5	4	5	6	8	192	102	"DX1_8H_164_281"	"midzonal"	"Layer 3"
"DX1_8H_117_127"	0	0	0	5	5	3	2	3	1	1	2	3	5	1	6	2	2	2	2	2	7	8	2	2	0	1	0	1	3	4	4	4	145	-52	"DX1_8H_117_127"	"pericentral"	"Layer 1"
"DX1_8H_153_280"	0	3	3	3	3	7	7	7	0	3	3	4	6	7	4	6	1	3	3	1	3	3	6	6	0	1	0	5	4	5	6	8	181	101	"DX1_8H_153_280"	"midzonal"	"Layer 4"
"DX1_8H_202_116"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	1	1	1	1	2	0	2	2	5	2	3	1	230	-63	"DX1_8H_202_116"	"midzonal"	"Layer 4"
"DX1_8H_211_113"	1	2	2	2	2	1	1	1	0	3	3	4	1	6	4	3	1	1	1	5	1	1	1	1	1	3	3	3	2	7	0	3	239	-66	"DX1_8H_211_113"	"midzonal"	"Layer 5"
"DX1_8H_127_150"	0	0	0	5	0	3	3	3	1	1	2	3	5	1	6	2	2	2	3	3	2	2	2	2	0	1	0	1	3	4	4	5	155	-29	"DX1_8H_127_150"	"pericentral"	"Layer 1"
"DX1_8H_188_200"	2	1	1	1	4	6	4	6	1	1	4	2	0	3	7	5	1	1	4	5	5	7	8	8	1	3	3	3	6	6	0	7	216	21	"DX1_8H_188_200"	"periportal"	"Layer 8"
"DX1_8H_142_170"	1	2	4	4	6	4	0	4	1	1	2	2	0	3	3	5	1	1	1	1	1	1	1	1	0	3	0	1	2	1	5	2	170	-9	"DX1_8H_142_170"	"midzonal"	"Layer 5"
"DX1_8H_164_88"	0	0	0	5	5	3	2	3	2	0	3	4	6	7	4	6	2	3	3	3	2	2	3	3	0	1	0	1	1	3	2	6	192	-91	"DX1_8H_164_88"	"pericentral"	"Layer 2"
"DX1_8H_142_115"	0	0	0	5	0	3	3	3	1	1	2	3	5	1	6	2	2	2	2	2	7	8	9	10	0	2	0	1	3	4	4	4	170	-64	"DX1_8H_142_115"	"pericentral"	"Layer 1"
"DX1_8H_142_147"	0	0	0	5	0	3	3	2	1	1	2	3	5	1	6	2	2	2	2	2	2	2	2	2	0	1	0	1	3	4	4	5	170	-32	"DX1_8H_142_147"	"pericentral"	"Layer 2"
"DX1_8H_138_228"	2	1	3	3	3	0	7	0	0	3	3	4	6	7	4	6	2	2	2	2	2	2	2	2	0	1	0	1	4	5	6	2	166	49	"DX1_8H_138_228"	"pericentral"	"Layer 2"
"DX1_8H_178_243"	2	1	1	1	4	6	4	6	1	1	4	2	0	3	7	5	1	1	4	4	4	5	5	9	1	3	3	3	6	6	0	3	206	64	"DX1_8H_178_243"	"periportal"	"Layer 7"
"DX1_8H_147_96"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	0	1	3	4	4	4	175	-83	"DX1_8H_147_96"	"pericentral"	"Layer 1"
"DX1_8H_192_157"	1	2	4	0	1	5	5	3	1	1	4	2	1	6	7	7	1	1	4	5	5	7	8	8	1	3	3	3	2	7	0	3	220	-22	"DX1_8H_192_157"	"midzonal"	"Layer 5"
"DX1_8H_190_145"	1	2	2	2	1	1	5	5	0	2	1	0	1	0	5	3	1	1	4	5	5	7	8	8	1	0	1	0	6	6	0	7	218	-34	"DX1_8H_190_145"	"periportal"	"Layer 7"
"DX1_8H_199_198"	0	0	0	5	5	3	3	3	2	0	0	5	4	2	2	0	2	2	3	3	2	2	2	2	2	2	4	4	1	3	2	6	227	19	"DX1_8H_199_198"	"pericentral"	"Layer 1"
"DX1_8H_175_160"	1	2	4	0	4	5	6	9	1	1	4	2	0	3	7	9	1	3	1	1	1	1	6	6	1	3	3	3	2	6	5	3	203	-19	"DX1_8H_175_160"	"midzonal"	"Layer 3"
"DX1_8H_292_209"	2	1	3	3	2	7	7	7	0	2	1	0	1	0	5	3	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	320	30	"DX1_8H_292_209"	"periportal"	"Layer 9"
"DX1_8H_170_154"	0	0	0	5	5	2	2	2	1	0	2	3	5	1	6	7	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	198	-25	"DX1_8H_170_154"	"midzonal"	"Layer 4"
"DX1_8H_171_177"	2	1	3	4	6	0	0	0	1	1	4	2	0	3	7	9	1	1	1	5	5	7	8	8	1	3	3	3	6	6	0	3	199	-2	"DX1_8H_171_177"	"midzonal"	"Layer 6"
"DX1_8H_226_255"	1	3	4	0	0	3	8	3	2	0	0	1	3	4	0	0	1	3	1	1	1	1	6	6	2	2	2	4	1	3	2	6	254	76	"DX1_8H_226_255"	"midzonal"	"Layer 5"
"DX1_8H_226_112"	1	2	2	2	2	1	1	5	0	2	1	0	1	6	5	3	1	1	4	4	4	4	4	4	1	3	3	3	2	7	0	3	254	-67	"DX1_8H_226_112"	"periportal"	"Layer 8"
"DX1_8H_138_187"	0	0	0	5	0	3	3	0	1	1	4	2	0	3	8	9	2	3	3	3	2	2	3	3	0	1	0	1	3	1	7	5	166	8	"DX1_8H_138_187"	"pericentral"	"Layer 1"
"DX1_8H_155_197"	1	2	4	4	0	4	0	8	1	1	2	3	0	1	3	2	1	3	3	1	3	3	6	6	0	1	0	1	2	1	5	2	183	18	"DX1_8H_155_197"	"pericentral"	"Layer 2"
"DX1_8H_115_147"	1	2	1	4	6	4	0	4	1	1	2	2	0	3	3	5	1	1	4	4	4	4	4	4	1	3	3	3	2	7	0	3	143	-32	"DX1_8H_115_147"	"periportal"	"Layer 8"
"DX1_8H_213_183"	1	3	4	0	0	3	5	3	0	2	1	0	2	0	1	1	1	1	4	4	4	4	8	8	1	0	1	0	0	0	1	0	241	4	"DX1_8H_213_183"	"periportal"	"Layer 7"
"DX1_8H_123_124"	1	2	4	4	1	4	0	4	1	1	4	2	0	3	3	9	1	1	4	4	4	4	8	8	1	3	3	3	2	7	0	3	151	-55	"DX1_8H_123_124"	"periportal"	"Layer 8"
"DX1_8H_297_192"	2	1	3	3	3	7	7	7	0	2	1	4	1	5	5	3	1	1	4	4	4	4	4	4	0	1	0	0	4	5	1	8	325	13	"DX1_8H_297_192"	"periportal"	"Layer 9"
"DX1_8H_168_181"	1	3	3	4	6	4	0	4	1	1	4	2	0	3	7	9	1	1	1	5	5	7	1	1	1	3	3	3	6	6	0	3	196	2	"DX1_8H_168_181"	"midzonal"	"Layer 6"
"DX1_8H_178_88"	1	2	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	1	1	1	1	2	0	2	2	5	2	3	1	206	-91	"DX1_8H_178_88"	"midzonal"	"Layer 6"
"DX1_8H_271_241"	2	1	3	3	3	7	7	7	0	3	3	4	6	5	4	8	1	3	3	3	3	3	3	3	0	1	0	5	4	5	6	8	299	62	"DX1_8H_271_241"	"midzonal"	"Layer 3"
"DX1_8H_243_184"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	2	2	2	3	2	2	2	2	0	2	4	4	1	4	4	4	271	5	"DX1_8H_243_184"	"pericentral"	"Layer 2"
"DX1_8H_144_164"	1	2	1	4	4	4	0	4	1	1	2	2	0	3	3	5	1	1	4	5	5	7	8	8	1	3	3	3	2	7	0	3	172	-15	"DX1_8H_144_164"	"midzonal"	"Layer 5"
"DX1_8H_168_131"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	2	2	3	3	2	2	2	2	2	2	4	4	1	3	2	6	196	-48	"DX1_8H_168_131"	"midzonal"	"Layer 3"
"DX1_8H_181_191"	1	2	1	4	4	4	0	4	1	1	2	2	0	3	3	5	1	1	1	5	1	1	1	1	1	3	3	3	2	7	0	3	209	12	"DX1_8H_181_191"	"midzonal"	"Layer 4"
"DX1_8H_290_141"	2	3	3	3	3	7	7	7	0	3	3	4	6	5	4	8	1	1	4	4	4	4	4	4	0	1	0	5	4	5	6	8	318	-38	"DX1_8H_290_141"	"midzonal"	"Layer 6"
"DX1_8H_171_107"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	5	7	1	1	2	0	2	2	5	2	3	1	199	-72	"DX1_8H_171_107"	"midzonal"	"Layer 5"
"DX1_8H_143_149"	0	0	0	5	5	2	2	2	1	1	2	3	5	1	6	2	2	2	2	2	7	8	9	10	0	1	0	1	3	4	4	4	171	-30	"DX1_8H_143_149"	"pericentral"	"Layer 1"
"DX1_8H_172_280"	0	0	3	3	3	7	7	7	0	3	3	4	6	7	4	6	1	3	3	3	3	3	3	3	0	1	0	1	4	5	6	8	200	101	"DX1_8H_172_280"	"pericentral"	"Layer 2"
"DX1_8H_132_108"	1	2	4	4	1	5	0	4	1	1	2	3	0	1	3	2	1	1	4	4	5	7	8	8	1	3	3	3	2	7	0	3	160	-71	"DX1_8H_132_108"	"midzonal"	"Layer 5"
"DX1_8H_181_205"	2	2	1	4	6	4	0	4	1	1	4	2	1	6	7	5	1	1	4	4	5	7	8	8	1	3	3	3	6	6	0	7	209	26	"DX1_8H_181_205"	"midzonal"	"Layer 5"
"DX1_8H_259_121"	1	3	4	0	1	5	8	7	0	2	4	0	1	6	7	3	1	1	4	5	5	7	8	8	1	3	3	3	2	7	0	3	287	-58	"DX1_8H_259_121"	"periportal"	"Layer 8"
"DX1_8H_150_236"	1	3	4	0	0	3	3	7	1	1	4	2	0	3	3	9	1	1	1	1	1	1	1	1	0	1	0	1	2	1	5	2	178	57	"DX1_8H_150_236"	"midzonal"	"Layer 5"
"DX1_8H_190_151"	1	2	2	2	2	1	1	1	1	1	4	2	1	6	7	5	1	1	4	4	4	4	8	4	1	3	3	3	6	6	0	7	218	-28	"DX1_8H_190_151"	"periportal"	"Layer 9"
"DX1_8H_187_167"	2	1	1	1	4	6	6	9	1	1	4	2	0	3	7	5	1	1	1	5	1	1	1	9	1	3	3	3	6	6	0	3	215	-12	"DX1_8H_187_167"	"midzonal"	"Layer 4"
"DX1_8H_153_283"	2	3	3	3	3	7	7	7	0	3	3	4	1	5	8	8	1	1	4	4	4	4	8	8	0	1	0	5	4	5	5	8	181	104	"DX1_8H_153_283"	"periportal"	"Layer 8"
"DX1_8H_137_266"	0	0	0	5	5	2	2	2	1	1	3	2	6	7	4	9	2	2	2	2	2	2	2	2	0	1	0	1	3	1	5	2	165	87	"DX1_8H_137_266"	"pericentral"	"Layer 1"
"DX1_8H_198_168"	0	0	0	5	5	2	2	2	1	1	2	3	5	1	6	2	2	2	2	2	7	8	2	2	0	1	0	1	3	4	4	4	226	-11	"DX1_8H_198_168"	"pericentral"	"Layer 1"
"DX1_8H_244_101"	1	2	2	2	1	1	1	1	0	2	1	0	1	0	5	3	1	1	4	5	5	7	8	8	1	0	1	0	0	0	1	0	272	-78	"DX1_8H_244_101"	"periportal"	"Layer 8"
"DX1_8H_143_114"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	0	1	3	4	4	4	171	-65	"DX1_8H_143_114"	"pericentral"	"Layer 1"
"DX1_8H_187_134"	0	0	0	5	5	3	3	3	2	0	0	5	4	2	2	0	2	2	3	3	2	2	2	3	0	1	0	1	3	4	4	4	215	-45	"DX1_8H_187_134"	"pericentral"	"Layer 1"
"DX1_8H_147_251"	2	1	1	1	4	6	4	6	1	1	4	2	1	6	7	5	1	1	4	4	4	4	4	4	1	3	3	3	6	6	0	7	175	72	"DX1_8H_147_251"	"periportal"	"Layer 7"
"DX1_8H_155_244"	1	2	1	4	1	4	5	5	1	1	2	2	0	6	3	7	1	1	4	4	4	4	4	4	1	3	1	0	2	7	0	0	183	65	"DX1_8H_155_244"	"periportal"	"Layer 7"
"DX1_8H_150_207"	0	0	3	3	3	0	2	0	1	1	4	2	0	3	3	9	2	2	3	3	2	2	2	3	0	1	0	1	4	1	7	5	178	28	"DX1_8H_150_207"	"pericentral"	"Layer 2"
"DX1_8H_143_108"	1	3	4	0	1	5	8	5	2	0	0	1	3	2	0	0	1	3	1	1	1	1	6	6	2	2	2	2	1	3	2	1	171	-71	"DX1_8H_143_108"	"midzonal"	"Layer 5"
"DX1_8H_211_213"	1	2	4	0	1	5	8	8	1	0	0	1	3	6	0	7	1	1	4	5	5	7	8	8	1	3	3	3	2	7	0	3	239	34	"DX1_8H_211_213"	"midzonal"	"Layer 4"
"DX1_8H_179_107"	1	2	4	0	1	5	8	5	2	2	1	0	2	0	1	1	1	1	1	5	5	7	1	1	1	0	1	0	0	2	3	0	207	-72	"DX1_8H_179_107"	"midzonal"	"Layer 5"
"DX1_8H_122_118"	2	1	1	1	4	6	4	6	1	1	4	2	0	3	7	5	1	1	1	5	5	7	8	9	1	3	3	3	6	6	0	3	150	-61	"DX1_8H_122_118"	"periportal"	"Layer 7"
"DX1_8H_182_156"	1	2	2	2	2	1	1	5	0	2	4	0	1	6	7	3	1	1	4	5	5	7	8	8	1	0	3	0	6	6	0	7	210	-23	"DX1_8H_182_156"	"periportal"	"Layer 8"
"DX1_8H_204_144"	1	3	4	0	0	3	8	3	2	0	0	1	3	4	0	0	1	3	3	3	3	3	3	6	2	2	2	2	1	3	2	1	232	-35	"DX1_8H_204_144"	"pericentral"	"Layer 2"
"DX1_8H_181_148"	1	2	4	0	1	5	5	8	2	0	0	1	3	4	0	4	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	0	209	-31	"DX1_8H_181_148"	"periportal"	"Layer 7"
"DX1_8H_286_201"	1	3	4	0	1	5	8	3	2	0	0	1	3	4	0	0	1	1	1	1	1	1	1	1	2	2	2	2	1	3	2	1	314	22	"DX1_8H_286_201"	"midzonal"	"Layer 4"
"DX1_8H_163_74"	2	1	3	3	3	7	7	7	0	3	3	4	1	5	8	8	1	1	4	4	4	4	4	4	0	1	0	5	4	5	5	8	191	-105	"DX1_8H_163_74"	"periportal"	"Layer 9"
"DX1_8H_138_138"	1	3	4	0	1	5	8	8	1	1	2	3	5	1	6	2	1	3	1	1	1	1	1	1	2	3	2	2	2	7	7	5	166	-41	"DX1_8H_138_138"	"midzonal"	"Layer 3"
"DX1_8H_146_89"	0	3	4	0	1	3	8	3	2	0	0	1	3	4	0	0	1	3	1	1	1	1	6	6	2	2	2	2	1	3	2	6	174	-90	"DX1_8H_146_89"	"midzonal"	"Layer 4"
"DX1_8H_161_160"	0	2	0	5	1	5	8	3	1	1	2	3	5	1	6	2	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	189	-19	"DX1_8H_161_160"	"midzonal"	"Layer 4"
"DX1_8H_166_72"	2	3	3	3	3	7	7	7	0	3	3	4	1	5	8	8	1	3	1	1	1	1	6	6	0	1	0	5	4	5	5	2	194	-107	"DX1_8H_166_72"	"midzonal"	"Layer 4"
"DX1_8H_166_99"	1	2	2	2	2	1	1	1	0	2	1	0	1	0	5	3	1	1	4	4	4	4	4	4	1	0	3	0	6	6	0	7	194	-80	"DX1_8H_166_99"	"periportal"	"Layer 9"
"DX1_8H_163_95"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	1	1	1	1	2	2	2	2	5	2	2	1	191	-84	"DX1_8H_163_95"	"midzonal"	"Layer 4"
"DX1_8H_153_164"	1	2	4	5	0	3	3	3	1	1	2	3	5	1	6	2	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	181	-15	"DX1_8H_153_164"	"midzonal"	"Layer 4"
"DX1_8H_218_82"	2	2	2	2	2	1	1	1	0	2	3	4	1	5	5	3	1	1	4	5	5	7	8	8	1	0	0	0	4	5	1	8	246	-97	"DX1_8H_218_82"	"periportal"	"Layer 9"
"DX1_8H_164_71"	2	1	3	3	3	7	7	7	0	3	3	4	1	5	8	8	1	3	1	1	1	1	1	1	0	1	0	5	4	5	6	8	192	-108	"DX1_8H_164_71"	"periportal"	"Layer 8"
"DX1_8H_174_225"	1	2	1	4	6	4	0	4	1	1	2	2	0	3	3	5	1	1	4	4	5	7	8	8	1	3	3	3	2	7	0	3	202	46	"DX1_8H_174_225"	"periportal"	"Layer 7"
"DX1_8H_162_172"	1	3	4	0	0	3	3	8	1	1	2	3	5	1	6	2	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	190	-7	"DX1_8H_162_172"	"pericentral"	"Layer 2"
"DX1_8H_124_159"	1	2	1	4	6	4	0	4	1	1	2	2	0	3	3	5	1	1	4	4	4	4	4	4	1	3	3	3	2	7	0	3	152	-20	"DX1_8H_124_159"	"periportal"	"Layer 9"
"DX1_8H_243_166"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	1	0	1	3	4	4	4	271	-13	"DX1_8H_243_166"	"pericentral"	"Layer 1"
"DX1_8H_240_257"	1	3	4	0	1	5	8	8	0	3	3	4	6	5	4	3	1	1	1	5	5	7	1	1	2	1	2	2	4	2	6	8	268	78	"DX1_8H_240_257"	"midzonal"	"Layer 6"
"DX1_8H_215_116"	2	1	2	1	4	6	1	1	0	2	1	0	1	0	5	3	1	1	1	5	5	7	8	8	1	3	3	3	6	6	0	7	243	-63	"DX1_8H_215_116"	"midzonal"	"Layer 4"
"DX1_8H_148_137"	2	1	1	1	4	4	6	9	1	1	4	2	0	3	7	5	1	1	1	5	5	7	8	8	1	3	3	3	6	6	0	3	176	-42	"DX1_8H_148_137"	"midzonal"	"Layer 4"
"DX1_8H_177_241"	2	1	1	1	4	6	4	6	1	1	4	2	0	3	7	5	3	4	5	6	6	5	5	5	1	3	3	3	6	6	0	3	205	62	"DX1_8H_177_241"	"midzonal"	"Layer 5"
"DX1_8H_215_243"	1	2	4	0	1	4	5	4	2	0	0	1	3	4	0	4	1	1	1	5	1	1	1	1	2	0	2	2	5	2	3	1	243	64	"DX1_8H_215_243"	"midzonal"	"Layer 4"
"DX1_8H_180_209"	1	2	1	4	4	4	0	4	1	1	2	2	0	3	3	5	1	1	4	4	5	7	8	8	1	3	3	3	6	6	0	7	208	30	"DX1_8H_180_209"	"periportal"	"Layer 8"
"DX1_8H_142_201"	1	3	4	4	6	4	0	4	1	1	4	2	0	3	3	9	1	1	1	5	5	7	1	1	0	1	0	1	2	1	5	2	170	22	"DX1_8H_142_201"	"periportal"	"Layer 7"
"DX1_8H_209_91"	1	2	4	2	1	5	5	8	0	2	1	0	1	0	5	3	1	1	4	4	4	4	8	4	1	0	1	0	0	0	1	0	237	-88	"DX1_8H_209_91"	"periportal"	"Layer 9"
"DX1_8H_293_187"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	321	8	"DX1_8H_293_187"	"periportal"	"Layer 9"
"DX1_8H_155_277"	1	3	4	0	0	3	3	3	0	3	3	4	6	7	4	6	1	3	3	1	3	3	6	6	0	1	2	5	4	5	6	8	183	98	"DX1_8H_155_277"	"midzonal"	"Layer 4"
"DX1_8H_195_244"	0	0	3	4	6	0	0	0	1	1	2	3	5	1	6	2	2	2	3	3	2	2	2	2	0	1	0	1	3	1	7	5	223	65	"DX1_8H_195_244"	"pericentral"	"Layer 2"
"DX1_8H_173_207"	0	0	0	5	0	3	3	3	1	1	2	3	5	1	6	7	1	3	3	3	3	3	3	3	2	2	2	2	1	3	2	5	201	28	"DX1_8H_173_207"	"pericentral"	"Layer 2"
"DX1_8H_259_216"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	1	4	4	4	287	37	"DX1_8H_259_216"	"pericentral"	"Layer 2"
"DX1_8H_273_117"	2	1	1	1	6	4	4	4	0	3	3	4	1	5	8	8	1	1	4	4	4	4	4	4	1	3	3	0	6	6	0	7	301	-62	"DX1_8H_273_117"	"periportal"	"Layer 8"
"DX1_8H_179_184"	1	3	4	0	1	5	8	8	1	1	2	3	5	1	3	2	1	3	1	1	1	1	1	1	2	2	2	2	1	3	2	1	207	5	"DX1_8H_179_184"	"midzonal"	"Layer 4"
"DX1_8H_82_128"	2	1	3	4	3	0	0	0	1	1	4	2	0	3	3	2	1	1	4	5	5	7	8	8	0	1	0	1	2	1	5	2	110	-51	"DX1_8H_82_128"	"midzonal"	"Layer 6"
"DX1_8H_154_172"	0	3	0	5	0	3	3	3	1	1	2	3	5	1	6	2	1	3	1	1	1	1	6	6	2	1	2	2	3	3	7	5	182	-7	"DX1_8H_154_172"	"midzonal"	"Layer 4"
"DX1_8H_141_122"	1	3	4	0	0	3	3	8	1	0	0	3	5	1	6	7	1	3	3	1	3	3	6	6	2	2	2	2	1	3	2	5	169	-57	"DX1_8H_141_122"	"midzonal"	"Layer 3"
"DX1_8H_171_131"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	3	2	2	2	2	0	1	0	1	3	4	4	4	199	-48	"DX1_8H_171_131"	"pericentral"	"Layer 1"
"DX1_8H_243_111"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	1	1	1	1	1	2	0	2	2	5	2	3	1	271	-68	"DX1_8H_243_111"	"midzonal"	"Layer 6"
"DX1_8H_191_84"	0	0	0	5	5	2	2	2	2	0	0	1	3	2	2	0	2	2	3	3	2	2	2	3	0	2	4	4	1	3	2	6	219	-95	"DX1_8H_191_84"	"pericentral"	"Layer 2"
"DX1_8H_142_278"	0	3	3	3	3	7	7	7	0	3	3	4	6	7	4	6	1	3	3	3	3	3	3	3	0	1	0	1	4	1	5	2	170	99	"DX1_8H_142_278"	"midzonal"	"Layer 3"
"DX1_8H_162_132"	1	0	4	0	1	5	8	3	2	0	0	5	4	2	2	0	1	3	3	1	3	3	6	6	0	2	0	4	3	3	2	5	190	-47	"DX1_8H_162_132"	"midzonal"	"Layer 3"
"DX1_8H_244_246"	0	0	0	5	5	2	2	2	0	3	3	4	6	7	4	6	2	2	2	2	7	8	9	10	0	1	0	1	3	4	4	4	272	67	"DX1_8H_244_246"	"pericentral"	"Layer 1"
"DX1_8H_245_153"	1	3	4	0	0	3	8	3	2	0	0	1	3	7	0	6	1	1	1	1	1	1	1	1	2	2	4	4	1	3	2	6	273	-26	"DX1_8H_245_153"	"midzonal"	"Layer 4"
"DX1_8H_111_113"	2	1	1	1	6	6	4	6	1	1	4	2	0	3	7	5	1	1	4	4	4	4	4	9	1	3	3	3	6	6	0	3	139	-66	"DX1_8H_111_113"	"periportal"	"Layer 8"
"DX1_8H_179_127"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	0	1	3	1	1	1	1	6	6	2	1	2	2	1	3	2	5	207	-52	"DX1_8H_179_127"	"midzonal"	"Layer 4"
"DX1_8H_135_157"	1	2	4	4	6	4	0	4	1	1	2	3	0	1	3	2	1	1	1	5	1	1	1	1	0	1	0	1	2	1	5	2	163	-22	"DX1_8H_135_157"	"midzonal"	"Layer 4"
"DX1_8H_195_78"	2	1	3	3	3	7	7	7	0	2	1	0	1	6	5	3	1	1	4	4	4	4	4	4	1	3	3	3	6	6	0	3	223	-101	"DX1_8H_195_78"	"periportal"	"Layer 9"
"DX1_8H_163_230"	0	0	0	5	0	3	3	3	1	1	2	3	5	1	6	7	1	3	1	1	1	1	6	6	0	1	0	1	3	1	7	5	191	51	"DX1_8H_163_230"	"midzonal"	"Layer 3"
"DX1_8H_225_131"	1	2	2	2	1	5	1	1	0	2	1	0	2	0	1	1	1	1	4	5	5	7	8	8	1	0	1	0	0	2	3	0	253	-48	"DX1_8H_225_131"	"periportal"	"Layer 8"
"DX1_8H_189_101"	2	2	2	2	4	1	1	1	0	2	1	0	1	0	5	3	1	1	4	4	4	4	4	4	1	0	3	0	6	6	0	7	217	-78	"DX1_8H_189_101"	"periportal"	"Layer 9"
"DX1_8H_134_212"	2	1	3	3	3	0	7	0	1	1	4	2	0	3	8	9	1	3	1	1	1	1	6	6	0	1	0	5	4	1	5	2	162	33	"DX1_8H_134_212"	"midzonal"	"Layer 4"
"DX1_8H_257_124"	0	0	0	5	5	2	2	2	2	0	3	4	6	7	4	6	2	2	2	3	2	2	2	2	0	2	0	4	3	4	4	4	285	-55	"DX1_8H_257_124"	"pericentral"	"Layer 2"
"DX1_8H_111_124"	0	0	0	5	5	2	2	2	1	1	2	3	5	1	6	2	2	2	2	2	7	8	9	10	0	2	0	1	3	4	4	4	139	-55	"DX1_8H_111_124"	"pericentral"	"Layer 1"
